<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
YIBO.US,D,20240125,000000,4,4,2.4,2.79,875400,0
YIBO.US,D,20240126,000000,2.96,2.96,1.86,2.72,386336,0
YIBO.US,D,20240129,000000,2.47,2.76,2.3,2.6,79493,0
YIBO.US,D,20240130,000000,2.25,2.6999,2.25,2.66,47410,0
YIBO.US,D,20240131,000000,2.38,2.72,2.38,2.42,61474,0
YIBO.US,D,20240201,000000,2.42,2.48,2.17,2.2922,22758,0
YIBO.US,D,20240202,000000,2.181,2.39,2.05,2.0592,39983,0
YIBO.US,D,20240205,000000,2,2.2,2,2.03,12292,0
YIBO.US,D,20240206,000000,2.04,2.3573,2.04,2.2,5757,0
YIBO.US,D,20240207,000000,2.27,2.27,2.0301,2.15,45019,0
YIBO.US,D,20240208,000000,2.1382,2.4,2.0201,2.15,88491,0
YIBO.US,D,20240209,000000,2.0224,2.25,2.0001,2.25,7882,0
YIBO.US,D,20240212,000000,2.2,2.59,2.1,2.36,46848,0
YIBO.US,D,20240213,000000,2.31,2.502,2.12,2.45,68853,0
YIBO.US,D,20240214,000000,2.59,2.98,2.4145,2.52,105533,0
YIBO.US,D,20240215,000000,2.85,2.91,2.55,2.58,34544,0
YIBO.US,D,20240216,000000,2.58,2.7999,2.3301,2.478,72846,0
YIBO.US,D,20240220,000000,2.41,2.6,2.35,2.37,18243,0
YIBO.US,D,20240221,000000,2.608,2.62,2.25,2.34,31982,0
YIBO.US,D,20240222,000000,2.4776,2.4776,2.26,2.35,16371,0
YIBO.US,D,20240223,000000,2.3499,2.5595,2.34,2.49,35746,0
YIBO.US,D,20240226,000000,2.45,2.6,2.35,2.6,20440,0
YIBO.US,D,20240227,000000,2.6,2.74,2.58,2.74,19304,0
YIBO.US,D,20240228,000000,2.65,2.86,2.65,2.83,9754,0
YIBO.US,D,20240229,000000,2.8,2.822,2.73,2.74,11354,0
YIBO.US,D,20240301,000000,2.71,2.79,2.7,2.78,3599,0
YIBO.US,D,20240304,000000,2.76,3.15,2.76,2.85,63604,0
YIBO.US,D,20240305,000000,2.88,3.11,2.83,3.11,20052,0
YIBO.US,D,20240306,000000,3,3.04,2.95,2.95,18643,0
YIBO.US,D,20240307,000000,2.95,2.97,2.47,2.47,11790,0
YIBO.US,D,20240308,000000,2.49,2.78,2.49,2.55,11018,0
YIBO.US,D,20240311,000000,2.63,2.7207,2.63,2.67,2611,0
YIBO.US,D,20240312,000000,2.75,2.75,2.625,2.75,2334,0
YIBO.US,D,20240313,000000,2.61,2.87,2.61,2.87,9952,0
YIBO.US,D,20240314,000000,2.4501,2.78,2.4501,2.78,6569,0
YIBO.US,D,20240315,000000,2.47,2.8,2.47,2.796,11810,0
YIBO.US,D,20240318,000000,2.73,2.73,2.5,2.5317,733,0
YIBO.US,D,20240319,000000,2.76,2.78,2.75,2.78,1320,0
YIBO.US,D,20240320,000000,2.98,3.06,2.71,2.71,25375,0
YIBO.US,D,20240322,000000,3.14,3.14,2.52,2.53,12176,0
YIBO.US,D,20240325,000000,2.5339,2.94,2.53,2.94,3124,0
YIBO.US,D,20240326,000000,2.8875,2.93,2.5639,2.6,8863,0
YIBO.US,D,20240327,000000,2.62,2.745,2.56,2.7,1372,0
YIBO.US,D,20240328,000000,2.82,3.15,2.7,3.15,19999,0
YIBO.US,D,20240401,000000,3.06,3.08,2.98,2.98,1700,0
YIBO.US,D,20240402,000000,2.93,3.07,2.87,3,7377,0
YIBO.US,D,20240403,000000,3.01,3.01,2.8,2.85,6266,0
YIBO.US,D,20240405,000000,2.92,2.92,2.92,2.92,439,0
